"Date","Price","Open","High","Low","Vol.","Change %"
"12/17/2021","4,954.76","5,021.34","5,022.11","4,954.76","149.01K","-1.59%"
"12/16/2021","5,034.73","5,006.61","5,034.73","4,987.22","144.05K","0.58%"
"12/15/2021","5,005.90","5,036.28","5,060.37","5,003.78","150.53K","-0.87%"
"12/14/2021","5,049.70","5,066.35","5,075.21","5,038.86","159.11K","-0.67%"
"12/13/2021","5,083.80","5,090.02","5,143.84","5,079.73","211.80K","0.57%"
"12/10/2021","5,055.12","5,046.27","5,060.06","5,035.81","193.70K","-0.46%"
"12/09/2021","5,078.69","5,000.69","5,114.50","4,999.41","220.57K","1.66%"
"12/08/2021","4,995.93","4,934.41","4,995.93","4,915.79","157.49K","1.50%"
"12/07/2021","4,922.10","4,930.83","4,934.10","4,895.22","179.05K","0.60%"
"12/06/2021","4,892.62","4,909.43","4,943.90","4,888.69","173.62K","-0.17%"
"12/03/2021","4,901.02","4,856.98","4,901.02","4,853.35","144.06K","0.92%"
"12/02/2021","4,856.16","4,839.91","4,866.85","4,830.32","148.09K","0.25%"
"12/01/2021","4,843.85","4,831.89","4,844.52","4,823.93","123.09K","0.24%"
"11/30/2021","4,832.03","4,857.18","4,871.25","4,810.22","129.63K","-0.40%"
"11/29/2021","4,851.42","4,820.01","4,858.53","4,818.71","133.63K","-0.18%"
"11/26/2021","4,860.13","4,886.95","4,886.95","4,850.81","120.37K","-0.74%"
"11/25/2021","4,896.44","4,917.61","4,921.33","4,891.73","115.98K","-0.41%"
"11/24/2021","4,916.66","4,914.03","4,935.49","4,899.61","137.15K","0.07%"
"11/23/2021","4,913.35","4,905.76","4,927.52","4,896.88","154.30K","0.02%"
"11/22/2021","4,912.40","4,895.39","4,919.00","4,893.27","138.09K","0.46%"
"11/19/2021","4,890.06","4,832.06","4,892.81","4,829.57","127.20K","1.08%"
"11/18/2021","4,837.62","4,871.42","4,871.42","4,830.41","114.48K","-0.99%"
"11/17/2021","4,885.75","4,883.25","4,891.52","4,864.52","108.46K","0.05%"
"11/16/2021","4,883.32","4,880.90","4,915.37","4,876.50","127.25K","0.02%"
"11/15/2021","4,882.38","4,894.41","4,906.33","4,863.40","121.82K","-0.12%"
"11/12/2021","4,888.38","4,902.93","4,909.08","4,875.35","132.66K","-0.21%"
"11/11/2021","4,898.65","4,814.77","4,898.65","4,809.11","160.49K","1.61%"
"11/10/2021","4,821.19","4,832.80","4,832.80","4,754.00","135.12K","-0.53%"
"11/09/2021","4,846.74","4,858.25","4,870.79","4,818.54","118.38K","-0.03%"
"11/08/2021","4,848.18","4,841.15","4,866.08","4,827.69","137.40K","0.12%"
"11/05/2021","4,842.35","4,858.90","4,889.68","4,841.74","147.79K","-0.54%"
"11/04/2021","4,868.74","4,841.09","4,873.94","4,834.74","132.59K","0.99%"
"11/03/2021","4,821.11","4,835.81","4,858.71","4,804.37","142.76K","-0.39%"
"11/02/2021","4,839.85","4,886.19","4,911.23","4,797.90","185.44K","-1.04%"
"11/01/2021","4,890.69","4,878.13","4,908.21","4,858.25","171.58K","-0.37%"
"10/29/2021","4,908.77","4,861.27","4,908.77","4,855.76","159.89K","0.92%"
"10/28/2021","4,864.14","4,882.59","4,898.66","4,846.28","156.65K","-0.69%"
"10/27/2021","4,898.16","4,949.23","4,949.23","4,884.94","147.11K","-1.31%"
"10/26/2021","4,963.10","4,983.24","5,002.57","4,953.48","140.89K","-0.33%"
"10/25/2021","4,979.52","4,940.90","4,981.65","4,930.11","141.86K","0.40%"
"10/22/2021","4,959.73","4,934.87","4,989.89","4,934.87","143.93K","0.64%"
"10/21/2021","4,928.02","4,914.74","4,946.18","4,893.85","148.90K","0.36%"
"10/20/2021","4,910.18","4,926.77","4,944.02","4,898.37","141.53K","-0.25%"
"10/19/2021","4,922.72","4,869.39","4,928.14","4,868.81","135.27K","0.98%"
"10/18/2021","4,874.78","4,922.51","4,922.51","4,844.94","141.25K","-1.16%"
"10/15/2021","4,932.11","4,896.56","4,939.82","4,881.01","142.82K","0.38%"
"10/14/2021","4,913.61","4,934.26","4,953.92","4,903.25","119.56K","-0.54%"
"10/13/2021","4,940.11","4,880.14","4,953.38","4,869.83","131.14K","1.15%"
"10/12/2021","4,883.84","4,920.66","4,925.49","4,840.77","168.08K","-1.06%"
"10/11/2021","4,936.19","4,941.29","4,983.73","4,930.71","163.51K","0.13%"
"10/08/2021","4,929.94","4,915.73","4,937.09","4,891.63","168.97K","1.31%"
"09/30/2021","4,866.38","4,843.95","4,876.07","4,843.95","146.11K","0.67%"
"09/29/2021","4,833.93","4,846.02","4,868.07","4,799.88","188.17K","-1.02%"
"09/28/2021","4,883.83","4,869.08","4,901.31","4,846.63","176.89K","0.13%"
"09/27/2021","4,877.37","4,870.85","4,922.56","4,852.20","215.97K","0.58%"
"09/24/2021","4,849.43","4,845.64","4,897.06","4,838.54","207.69K","-0.08%"
"09/23/2021","4,853.20","4,848.22","4,877.34","4,837.56","228.15K","0.65%"
"09/22/2021","4,821.77","4,770.73","4,830.85","4,765.23","191.22K","-0.70%"
"09/17/2021","4,855.94","4,797.11","4,857.96","4,786.09","201.96K","1.00%"
"09/16/2021","4,807.70","4,866.79","4,879.53","4,806.14","216.75K","-1.22%"
"09/15/2021","4,867.32","4,903.85","4,903.85","4,843.12","187.99K","-1.01%"
"09/14/2021","4,917.16","4,989.83","5,000.98","4,907.32","245.59K","-1.49%"
"09/13/2021","4,991.66","5,006.77","5,029.72","4,964.96","249.92K","-0.44%"
"09/10/2021","5,013.52","4,967.98","5,042.80","4,962.37","288.30K","0.88%"
"09/09/2021","4,970.01","4,952.49","4,970.15","4,929.95","256.53K","-0.04%"
"09/08/2021","4,972.13","4,986.80","5,013.98","4,955.89","264.62K","-0.41%"
"09/07/2021","4,992.83","4,932.98","5,005.96","4,915.61","244.18K","1.20%"
"09/06/2021","4,933.73","4,841.06","4,944.45","4,837.79","240.51K","1.87%"
"09/03/2021","4,843.06","4,875.07","4,886.55","4,828.70","268.09K","-0.54%"
"09/02/2021","4,869.41","4,865.82","4,892.71","4,845.62","267.86K","0.00%"
"09/01/2021","4,869.46","4,804.69","4,906.40","4,763.30","326.72K","1.33%"
"08/31/2021","4,805.61","4,803.09","4,821.76","4,740.75","235.12K","-0.16%"
"08/30/2021","4,813.27","4,847.03","4,849.16","4,787.20","219.64K","-0.29%"
"08/27/2021","4,827.04","4,794.97","4,863.47","4,793.59","183.31K","0.53%"
"08/26/2021","4,801.61","4,892.20","4,892.20","4,798.70","197.62K","-1.97%"
"08/25/2021","4,898.16","4,890.52","4,899.77","4,865.76","189.45K","0.20%"
"08/24/2021","4,888.39","4,844.59","4,906.20","4,842.75","197.88K","1.09%"
"08/23/2021","4,835.88","4,777.73","4,843.82","4,764.01","167.58K","1.40%"
"08/20/2021","4,769.27","4,817.49","4,835.15","4,720.83","177.64K","-1.91%"
"08/19/2021","4,862.14","4,886.56","4,893.47","4,839.57","201.71K","-0.66%"
"08/18/2021","4,894.24","4,838.47","4,909.54","4,818.90","197.47K","1.17%"
"08/17/2021","4,837.40","4,935.00","4,967.56","4,823.39","187.57K","-2.10%"
"08/16/2021","4,941.07","4,935.92","4,973.38","4,931.37","161.95K","-0.10%"
"08/13/2021","4,945.98","4,958.76","4,993.74","4,921.28","158.31K","-0.55%"
"08/12/2021","4,973.35","4,998.07","5,016.26","4,962.98","168.22K","-0.84%"
"08/11/2021","5,015.34","5,037.08","5,059.79","5,009.98","182.27K","-0.55%"
"08/10/2021","5,043.15","4,977.82","5,043.76","4,941.24","167.05K","1.16%"
"08/09/2021","4,985.56","4,890.26","5,002.89","4,884.04","182.44K","1.30%"
"08/06/2021","4,921.56","4,943.04","4,944.35","4,891.80","154.18K","-0.55%"
"08/05/2021","4,948.67","4,946.17","4,997.14","4,921.94","167.38K","-0.61%"
"08/04/2021","4,978.85","4,927.74","4,979.29","4,919.66","175.47K","0.90%"
"08/03/2021","4,934.46","4,909.23","4,957.03","4,890.85","203.53K","0.01%"
"08/02/2021","4,933.74","4,794.82","4,938.82","4,761.46","227.20K","2.55%"
"07/30/2021","4,811.17","4,825.70","4,825.70","4,761.04","182.35K","-0.81%"
"07/29/2021","4,850.27","4,845.76","4,857.97","4,800.01","173.32K","1.89%"
"07/28/2021","4,760.48","4,714.29","4,785.66","4,663.90","192.63K","0.19%"
"07/27/2021","4,751.31","4,924.28","4,940.86","4,749.03","236.63K","-3.53%"
"07/26/2021","4,925.30","5,067.31","5,067.31","4,859.60","228.11K","-3.22%"
"07/23/2021","5,089.23","5,145.43","5,145.43","5,080.00","216.54K","-1.21%"
"07/22/2021","5,151.75","5,150.39","5,171.21","5,137.88","185.56K","0.15%"
"07/21/2021","5,144.04","5,122.78","5,160.54","5,122.30","167.98K","0.69%"
"07/20/2021","5,108.99","5,080.22","5,114.00","5,067.86","129.30K","-0.09%"
"07/19/2021","5,113.49","5,083.73","5,120.82","5,047.62","153.20K","0.37%"
"07/16/2021","5,094.77","5,140.90","5,140.90","5,090.63","169.96K","-1.10%"
"07/15/2021","5,151.46","5,073.26","5,153.81","5,067.68","181.08K","1.35%"
"07/14/2021","5,083.08","5,130.75","5,130.75","5,075.13","188.35K","-1.15%"
"07/13/2021","5,142.10","5,128.61","5,154.05","5,114.94","166.48K","0.18%"
"07/12/2021","5,132.71","5,108.38","5,159.41","5,070.32","206.21K","1.25%"
"07/09/2021","5,069.44","5,063.15","5,081.41","5,006.41","160.65K","-0.37%"
"07/08/2021","5,088.26","5,149.31","5,151.22","5,078.93","173.90K","-1.02%"
"07/07/2021","5,140.49","5,052.42","5,152.77","5,045.41","148.55K","1.13%"
"07/06/2021","5,083.10","5,089.78","5,092.21","5,028.51","140.66K","-0.05%"
"07/05/2021","5,085.79","5,073.78","5,098.23","5,048.00","131.21K","0.09%"
"07/02/2021","5,081.12","5,186.66","5,186.66","5,074.36","130.43K","-2.84%"
"07/01/2021","5,229.66","5,241.20","5,252.26","5,190.88","127.24K","0.11%"
"06/30/2021","5,224.04","5,189.38","5,231.43","5,186.63","103.75K","0.65%"
"06/29/2021","5,190.54","5,248.52","5,248.52","5,182.68","125.16K","-1.17%"
"06/28/2021","5,251.76","5,253.61","5,260.64","5,226.22","133.19K","0.23%"
"06/25/2021","5,239.97","5,159.80","5,251.61","5,157.48","154.93K","1.63%"
"06/24/2021","5,155.97","5,156.56","5,160.43","5,120.58","126.69K","0.17%"
"06/23/2021","5,147.39","5,127.19","5,171.03","5,109.76","136.36K","0.49%"
"06/22/2021","5,122.16","5,106.07","5,125.82","5,086.28","130.42K","0.62%"
"06/21/2021","5,090.39","5,088.09","5,123.78","5,058.57","132.19K","-0.24%"
"06/18/2021","5,102.47","5,104.93","5,128.03","5,064.92","148.59K","0.01%"
"06/17/2021","5,101.89","5,074.38","5,123.37","5,073.82","120.45K","0.42%"
"06/16/2021","5,080.49","5,163.25","5,164.52","5,076.02","125.15K","-1.67%"
"06/15/2021","5,166.56","5,218.56","5,225.50","5,137.41","142.88K","-1.11%"
"06/11/2021","5,224.70","5,275.75","5,276.10","5,213.60","180.81K","-0.89%"
"06/10/2021","5,271.47","5,236.47","5,299.53","5,229.52","138.99K","0.67%"
"06/09/2021","5,236.45","5,224.95","5,253.36","5,215.35","121.82K","0.08%"
"06/08/2021","5,232.12","5,276.97","5,319.04","5,201.14","130.56K","-0.86%"
"06/07/2021","5,277.63","5,284.89","5,286.84","5,242.95","127.71K","-0.09%"
"06/04/2021","5,282.28","5,228.28","5,334.49","5,221.23","144.73K","0.51%"
"06/03/2021","5,255.29","5,285.71","5,314.37","5,255.07","141.97K","-0.66%"
"06/02/2021","5,289.97","5,348.34","5,352.64","5,266.79","137.75K","-0.97%"
"06/01/2021","5,341.68","5,320.47","5,343.75","5,269.26","143.83K","0.19%"
"05/31/2021","5,331.57","5,318.08","5,331.63","5,281.69","144.60K","0.20%"
"05/28/2021","5,321.09","5,338.73","5,360.28","5,288.65","164.61K","-0.32%"
"05/27/2021","5,338.23","5,311.37","5,378.48","5,286.05","148.46K","0.33%"
"05/26/2021","5,320.59","5,326.12","5,344.28","5,308.74","169.61K","0.04%"
"05/25/2021","5,318.48","5,165.04","5,324.36","5,161.52","183.00K","3.16%"
"05/24/2021","5,155.59","5,138.81","5,155.59","5,092.39","126.74K","0.42%"
"05/21/2021","5,134.15","5,199.13","5,216.16","5,123.12","124.77K","-1.01%"
"05/20/2021","5,186.41","5,167.05","5,201.59","5,152.04","138.46K","0.27%"
"05/19/2021","5,172.27","5,173.17","5,193.56","5,151.64","118.73K","-0.30%"
"05/18/2021","5,187.60","5,190.93","5,201.67","5,156.79","118.40K","0.05%"
"05/17/2021","5,184.99","5,115.31","5,206.69","5,115.31","153.89K","1.46%"
"05/14/2021","5,110.59","5,007.63","5,112.98","4,981.29","159.43K","2.36%"
"05/13/2021","4,992.97","4,992.35","5,022.08","4,975.45","132.28K","-1.02%"
"05/12/2021","5,044.55","5,003.82","5,051.17","4,995.40","126.62K","0.43%"
"05/11/2021","5,023.06","4,956.08","5,033.49","4,925.92","151.53K","0.61%"
"05/10/2021","4,992.42","5,001.44","5,019.39","4,953.70","170.82K","-0.07%"
"05/07/2021","4,996.05","5,073.46","5,093.75","4,996.04","172.26K","-1.29%"
"05/06/2021","5,061.12","5,098.80","5,132.90","5,037.41","158.82K","-1.22%"
"04/30/2021","5,123.49","5,156.36","5,163.25","5,094.93","160.12K","-0.79%"
"04/29/2021","5,164.17","5,128.28","5,170.58","5,113.65","140.09K","0.88%"
"04/28/2021","5,119.24","5,073.97","5,119.45","5,059.26","120.62K","0.56%"
"04/27/2021","5,090.52","5,076.64","5,095.98","5,042.61","123.96K","0.26%"
"04/26/2021","5,077.24","5,156.59","5,181.11","5,072.96","151.38K","-1.13%"
"04/23/2021","5,135.45","5,088.83","5,149.98","5,086.49","122.06K","0.91%"
"04/22/2021","5,089.24","5,114.28","5,119.22","5,067.14","121.17K","-0.19%"
"04/21/2021","5,098.75","5,055.24","5,110.56","5,047.99","124.64K","0.30%"
"04/20/2021","5,083.37","5,065.78","5,119.86","5,058.92","136.54K","-0.07%"
"04/19/2021","5,087.02","4,966.41","5,088.21","4,940.75","154.77K","2.43%"
"04/16/2021","4,966.18","4,966.90","4,979.17","4,917.96","111.24K","0.35%"
"04/15/2021","4,948.97","4,969.91","4,969.91","4,900.30","108.83K","-0.64%"
"04/14/2021","4,980.63","4,945.69","4,987.12","4,940.27","120.86K","0.83%"
"04/13/2021","4,939.64","4,949.81","4,994.54","4,924.20","132.92K","-0.16%"
"04/12/2021","4,947.75","5,026.98","5,045.60","4,933.01","152.64K","-1.74%"
"04/09/2021","5,035.34","5,100.04","5,100.04","5,022.09","128.42K","-1.50%"
"04/08/2021","5,112.21","5,078.26","5,129.13","5,062.07","141.77K","0.17%"
"04/07/2021","5,103.74","5,141.66","5,141.66","5,065.19","145.76K","-0.71%"
"04/06/2021","5,140.34","5,178.64","5,181.15","5,125.33","109.83K","-0.41%"
"04/02/2021","5,161.56","5,129.85","5,169.83","5,116.35","127.00K","0.99%"
"04/01/2021","5,110.78","5,059.94","5,115.43","5,056.87","120.33K","1.24%"
"03/31/2021","5,048.36","5,085.95","5,085.95","5,015.61","141.34K","-0.91%"
"03/30/2021","5,094.73","5,043.10","5,106.04","5,032.79","138.62K","0.95%"
"03/29/2021","5,046.88","5,052.26","5,086.65","5,010.39","143.39K","0.18%"
"03/26/2021","5,037.99","4,953.95","5,050.83","4,953.95","145.93K","2.27%"
"03/25/2021","4,926.35","4,904.07","4,950.76","4,883.66","132.95K","-0.05%"
"03/24/2021","4,928.69","4,985.40","5,024.33","4,919.89","159.39K","-1.61%"
"03/23/2021","5,009.25","5,057.06","5,064.02","4,966.53","158.01K","-0.95%"
"03/22/2021","5,057.15","5,008.40","5,071.34","4,996.54","167.40K","1.00%"
"03/19/2021","5,007.09","5,068.53","5,089.92","4,980.76","164.18K","-2.62%"
"03/18/2021","5,141.77","5,114.59","5,160.46","5,111.13","142.90K","0.80%"
"03/17/2021","5,100.86","5,062.77","5,123.55","5,020.13","149.16K","0.42%"
"03/16/2021","5,079.36","5,054.41","5,084.31","5,009.95","161.39K","0.87%"
"03/15/2021","5,035.54","5,116.12","5,120.88","4,992.40","204.15K","-2.15%"
"03/12/2021","5,146.38","5,153.67","5,153.67","5,086.82","201.02K","0.35%"
"03/11/2021","5,128.22","5,024.56","5,138.41","5,020.58","189.60K","2.49%"
"03/10/2021","5,003.61","5,047.06","5,055.28","4,981.62","169.93K","0.66%"
"03/09/2021","4,971.00","5,066.15","5,094.31","4,917.91","230.71K","-2.15%"
"03/08/2021","5,080.02","5,299.79","5,326.26","5,079.80","230.23K","-3.47%"
"03/05/2021","5,262.80","5,191.97","5,307.82","5,174.25","202.63K","-0.34%"
"03/04/2021","5,280.71","5,388.48","5,392.37","5,254.78","212.78K","-3.15%"
"03/03/2021","5,452.21","5,327.35","5,452.40","5,316.48","194.71K","1.92%"
"03/02/2021","5,349.63","5,453.28","5,454.97","5,305.05","196.51K","-1.28%"
"03/01/2021","5,418.78","5,389.25","5,421.56","5,345.94","177.46K","1.54%"
"02/26/2021","5,336.76","5,343.90","5,416.32","5,318.86","212.27K","-2.43%"
"02/25/2021","5,469.56","5,494.47","5,527.63","5,444.16","230.74K","0.59%"
"02/24/2021","5,437.57","5,591.48","5,598.83","5,379.73","225.43K","-2.55%"
"02/23/2021","5,579.67","5,542.68","5,644.75","5,541.11","233.81K","-0.32%"
"02/22/2021","5,597.33","5,785.51","5,785.51","5,597.33","282.12K","-3.14%"
"02/19/2021","5,778.84","5,734.02","5,787.89","5,667.32","214.48K","0.18%"
"02/18/2021","5,768.38","5,922.07","5,930.91","5,747.66","218.85K","-0.68%"
"02/10/2021","5,807.72","5,709.68","5,823.42","5,707.33","170.17K","2.14%"
"02/09/2021","5,686.25","5,584.17","5,686.25","5,555.05","164.89K","2.19%"
"02/08/2021","5,564.56","5,506.14","5,576.49","5,479.85","164.03K","1.48%"
"02/05/2021","5,483.41","5,494.70","5,550.77","5,477.65","189.70K","0.17%"
"02/04/2021","5,473.95","5,453.98","5,510.05","5,411.57","180.58K","-0.21%"
"02/03/2021","5,485.20","5,499.30","5,532.89","5,473.12","188.05K","-0.29%"
"02/02/2021","5,501.09","5,429.70","5,503.21","5,411.52","165.21K","1.54%"
"02/01/2021","5,417.65","5,356.85","5,422.30","5,342.05","166.31K","1.23%"
"01/29/2021","5,351.96","5,413.97","5,430.20","5,288.10","182.18K","-0.47%"
"01/28/2021","5,377.14","5,450.37","5,462.24","5,360.38","170.49K","-2.73%"
"01/27/2021","5,528.00","5,505.77","5,534.99","5,449.64","160.19K","0.27%"
"01/26/2021","5,512.97","5,600.90","5,600.90","5,506.00","171.91K","-2.01%"
"01/25/2021","5,625.92","5,564.12","5,655.48","5,543.27","197.05K","1.01%"
"01/22/2021","5,569.78","5,562.38","5,573.66","5,513.88","199.30K","0.09%"
"01/21/2021","5,564.97","5,492.96","5,593.11","5,490.56","209.95K","1.62%"
"01/20/2021","5,476.43","5,439.91","5,496.05","5,426.54","170.91K","0.72%"
"01/19/2021","5,437.52","5,525.97","5,532.48","5,415.72","211.04K","-1.47%"
"01/18/2021","5,518.52","5,438.16","5,541.46","5,410.77","207.05K","1.11%"
"01/15/2021","5,458.08","5,471.39","5,500.63","5,390.27","238.64K","-0.23%"
"01/14/2021","5,470.46","5,556.21","5,568.02","5,458.68","243.68K","-1.93%"
"01/13/2021","5,577.97","5,609.26","5,644.72","5,535.14","261.57K","-0.33%"
"01/12/2021","5,596.35","5,419.50","5,596.35","5,417.63","224.22K","2.85%"
"01/11/2021","5,441.16","5,504.24","5,555.69","5,412.50","231.84K","-0.99%"
"01/08/2021","5,495.43","5,526.29","5,547.47","5,442.69","204.33K","-0.33%"
"01/07/2021","5,513.66","5,428.39","5,513.66","5,413.35","219.87K","1.77%"
"01/06/2021","5,417.67","5,386.51","5,433.47","5,341.43","193.77K","0.92%"
"01/05/2021","5,368.50","5,245.84","5,368.50","5,234.38","224.93K","1.91%"
"01/04/2021","5,267.72","5,212.93","5,284.43","5,190.94","211.71K","1.08%"
"12/31/2020","5,211.29","5,122.48","5,215.62","5,122.48","171.60K","1.91%"
"12/30/2020","5,113.71","5,037.98","5,113.71","5,036.63","148.63K","1.40%"
"12/29/2020","5,042.94","5,071.45","5,077.42","5,034.31","141.20K","-0.42%"
"12/28/2020","5,064.41","5,042.94","5,089.34","5,037.86","136.91K","0.44%"
"12/25/2020","5,042.01","4,985.77","5,042.10","4,973.68","121.01K","0.84%"
"12/24/2020","5,000.02","5,006.00","5,033.04","4,979.24","114.42K","-0.14%"
"12/23/2020","5,007.12","4,977.30","5,028.45","4,968.15","140.29K","0.85%"
"12/22/2020","4,964.77","5,034.98","5,055.13","4,960.95","162.35K","-1.63%"
"12/21/2020","5,046.84","4,995.76","5,048.51","4,970.00","140.81K","0.94%"
"12/18/2020","4,999.97","5,014.32","5,027.44","4,979.00","128.05K","-0.35%"
"12/17/2020","5,017.48","4,960.73","5,021.62","4,950.37","133.39K","1.28%"
"12/16/2020","4,953.87","4,957.30","4,968.86","4,938.19","106.78K","0.18%"
"12/15/2020","4,945.10","4,931.60","4,954.19","4,904.79","118.34K","0.21%"
"12/14/2020","4,934.83","4,903.63","4,937.26","4,887.66","120.80K","0.92%"
"12/11/2020","4,889.63","4,957.82","4,957.82","4,849.35","159.36K","-1.03%"
"12/10/2020","4,940.52","4,931.29","4,962.74","4,919.77","125.91K","-0.04%"
"12/09/2020","4,942.70","5,022.38","5,033.64","4,942.52","138.92K","-1.34%"
"12/08/2020","5,009.88","5,029.11","5,043.06","4,998.92","123.07K","-0.25%"
"12/07/2020","5,022.23","5,065.73","5,067.87","5,014.61","139.90K","-0.86%"
"12/04/2020","5,065.92","5,049.52","5,072.39","5,017.85","144.35K","0.18%"
"12/03/2020","5,057.06","5,065.45","5,072.30","5,033.79","177.87K","-0.20%"
"12/02/2020","5,067.14","5,072.98","5,090.61","5,043.31","195.44K","0.00%"
"12/01/2020","5,067.10","4,963.13","5,072.55","4,963.13","204.07K","2.15%"
"11/30/2020","4,960.25","4,994.11","5,055.19","4,960.25","262.64K","-0.41%"
"11/27/2020","4,980.77","4,930.59","4,980.77","4,917.35","162.95K","1.24%"
"11/26/2020","4,919.59","4,908.32","4,925.29","4,867.82","137.20K","0.18%"
"11/25/2020","4,910.70","4,992.75","5,004.77","4,910.70","170.34K","-1.28%"
"11/24/2020","4,974.29","4,997.05","5,001.06","4,960.98","156.64K","-0.61%"
"11/23/2020","5,005.03","4,954.60","5,029.65","4,940.45","205.92K","1.25%"
"11/20/2020","4,943.29","4,928.22","4,947.43","4,922.59","129.40K","0.31%"
"11/19/2020","4,927.99","4,880.92","4,939.79","4,870.20","133.68K","0.74%"
"11/18/2020","4,891.67","4,889.67","4,911.09","4,870.72","164.22K","-0.06%"
"11/17/2020","4,894.79","4,903.12","4,909.29","4,865.39","151.49K","-0.19%"
"11/16/2020","4,904.17","4,880.96","4,904.17","4,848.62","148.77K","0.97%"
"11/13/2020","4,856.85","4,886.98","4,886.98","4,825.76","133.69K","-1.05%"
"11/12/2020","4,908.46","4,916.77","4,926.34","4,891.51","118.12K","0.07%"
"11/11/2020","4,904.90","4,937.76","4,957.58","4,901.71","164.47K","-0.99%"
"11/10/2020","4,953.88","4,995.41","4,995.41","4,928.93","176.27K","-0.55%"
"11/09/2020","4,981.35","4,918.86","4,997.80","4,918.86","197.13K","1.96%"
"11/06/2020","4,885.72","4,897.63","4,897.63","4,845.43","153.64K","0.01%"
"11/05/2020","4,885.11","4,861.34","4,885.11","4,838.00","139.25K","1.48%"
"11/04/2020","4,813.66","4,781.45","4,825.46","4,770.56","114.66K","0.76%"
"11/03/2020","4,777.56","4,743.17","4,793.40","4,734.17","136.06K","1.20%"
"11/02/2020","4,720.83","4,702.75","4,738.02","4,695.44","142.87K","0.54%"
"10/30/2020","4,695.33","4,776.47","4,778.51","4,683.47","139.80K","-1.63%"
"10/29/2020","4,772.92","4,683.61","4,803.03","4,679.25","117.12K","0.75%"
"10/28/2020","4,737.27","4,703.00","4,753.31","4,685.60","108.46K","0.81%"
"10/27/2020","4,699.28","4,680.14","4,708.46","4,671.85","92.66K","0.17%"
"10/26/2020","4,691.24","4,684.05","4,713.39","4,639.30","108.34K","-0.58%"
"10/23/2020","4,718.49","4,775.47","4,802.46","4,717.10","106.83K","-1.25%"
"10/22/2020","4,777.98","4,780.60","4,791.81","4,725.50","101.35K","-0.31%"
"10/21/2020","4,792.83","4,801.63","4,801.63","4,758.85","103.81K","-0.01%"
"10/20/2020","4,793.47","4,751.37","4,793.47","4,739.46","98.05K","0.80%"
"10/19/2020","4,755.49","4,823.49","4,849.60","4,747.34","129.25K","-0.76%"
"10/16/2020","4,791.68","4,798.92","4,825.55","4,765.97","116.72K","-0.15%"
"10/15/2020","4,798.74","4,810.78","4,833.89","4,796.26","109.97K","-0.17%"
"10/14/2020","4,807.10","4,830.46","4,830.46","4,795.91","111.91K","-0.66%"
"10/13/2020","4,839.20","4,812.90","4,845.92","4,795.37","116.52K","0.33%"
"10/12/2020","4,823.16","4,705.19","4,823.27","4,704.16","155.79K","3.03%"
"10/09/2020","4,681.14","4,663.61","4,695.40","4,655.08","111.34K","2.04%"
"09/30/2020","4,587.40","4,607.58","4,634.72","4,563.41","89.08K","-0.10%"
"09/29/2020","4,591.80","4,608.29","4,616.68","4,586.35","85.99K","0.22%"
"09/28/2020","4,581.91","4,582.65","4,613.63","4,571.15","85.05K","0.26%"
"09/25/2020","4,570.02","4,582.48","4,599.54","4,554.72","93.02K","0.15%"
"09/24/2020","4,563.07","4,623.95","4,631.95","4,562.21","112.59K","-1.92%"
"09/23/2020","4,652.33","4,639.66","4,665.96","4,623.55","95.83K","0.36%"
"09/22/2020","4,635.76","4,654.22","4,706.21","4,622.11","119.67K","-1.19%"
"09/21/2020","4,691.43","4,750.75","4,752.98","4,688.72","124.54K","-0.96%"
"09/18/2020","4,737.09","4,636.64","4,737.80","4,631.70","160.43K","2.25%"
"09/17/2020","4,632.71","4,642.05","4,664.95","4,601.64","105.98K","-0.53%"
"09/16/2020","4,657.36","4,683.01","4,690.68","4,638.46","108.75K","-0.66%"
"09/15/2020","4,688.48","4,649.45","4,691.50","4,630.54","101.92K","0.80%"
"09/14/2020","4,651.05","4,652.05","4,666.99","4,625.99","107.24K","0.51%"
"09/11/2020","4,627.28","4,572.26","4,630.88","4,563.11","115.30K","0.99%"
"09/10/2020","4,581.98","4,632.10","4,647.75","4,572.21","150.65K","-0.06%"
"09/09/2020","4,584.59","4,634.25","4,645.20","4,558.03","162.28K","-2.34%"
"09/08/2020","4,694.39","4,683.83","4,707.90","4,639.05","139.20K","0.54%"
"09/07/2020","4,669.37","4,759.52","4,789.30","4,655.56","148.61K","-2.11%"
"09/04/2020","4,770.22","4,737.24","4,778.20","4,726.56","120.03K","-0.97%"
"09/03/2020","4,817.10","4,841.50","4,877.01","4,800.06","145.67K","-0.55%"
"09/02/2020","4,843.89","4,859.08","4,863.55","4,797.52","157.99K","0.04%"
"09/01/2020","4,842.12","4,803.39","4,842.13","4,791.78","138.40K","0.54%"
"08/31/2020","4,816.22","4,870.93","4,901.21","4,816.21","202.57K","-0.58%"
"08/28/2020","4,844.27","4,727.29","4,850.49","4,719.35","159.40K","2.39%"
"08/27/2020","4,731.35","4,718.06","4,731.94","4,679.36","119.04K","0.54%"
"08/26/2020","4,706.13","4,761.72","4,786.42","4,689.88","151.31K","-1.17%"
"08/25/2020","4,761.95","4,769.21","4,802.41","4,746.31","141.70K","0.13%"
"08/24/2020","4,755.85","4,746.40","4,769.47","4,716.61","151.14K","0.78%"
